@relation sessions
@attribute Session integer
@attribute Actions integer
@attribute Time integer
@attribute PageAverageTime real
@attribute /ksc.html {True, False}
@attribute /shuttle/missions/missions.html {True, False}
@attribute /shuttle/countdown/ {True, False}
@attribute / {True, False}
@data
29742,4,1058,264.5,True,True,True,True
29743,18,842,46.77777777777778,True,True,True,True
29744,3,249,83.0,True,True,True,True
29750,11,1611,146.45454545454547,True,True,True,True
29752,12,818,68.16666666666667,True,True,True,True
29753,14,890,63.57142857142857,True,True,True,True
29756,4,432,108.0,True,True,True,True
29759,5,725,145.0,True,True,True,True
29763,5,111,22.2,True,True,True,True
29769,2,41,20.5,True,True,True,True
29773,3,65,21.666666666666668,True,True,True,True
29774,4,654,163.5,True,True,True,True
29775,2,86,43.0,True,True,True,True
29776,7,485,69.28571428571429,True,True,True,True
29777,3,144,48.0,True,True,True,True
29778,2,32,16.0,True,True,True,True
29779,3,133,44.333333333333336,True,True,True,True
29780,2,86,43.0,True,True,True,True
29781,3,192,64.0,True,True,True,True
29782,3,320,106.66666666666667,True,True,True,True
29783,2,81,40.5,True,True,True,True
29784,2,100,50.0,True,True,True,True
29785,5,280,56.0,True,True,True,True
29787,2,32,16.0,True,True,True,True
29790,6,881,146.83333333333334,True,True,True,True
29793,14,431,30.785714285714285,True,True,True,True
29794,3,78,26.0,True,True,True,True
29795,2,122,61.0,True,True,True,True
29796,2,98,49.0,True,True,True,True
29798,4,496,124.0,True,True,True,True
29799,3,166,55.333333333333336,True,True,True,True
29802,2,33,16.5,True,True,True,True
29806,4,225,56.25,True,True,True,True
29812,4,166,41.5,True,True,True,True
29813,10,384,38.4,True,True,True,True
29814,4,113,28.25,True,True,True,True
29816,3,295,98.33333333333333,True,True,True,True
29818,4,346,86.5,True,True,True,True
29819,2,86,43.0,True,True,True,True
29820,3,354,118.0,True,True,True,True
29825,6,461,76.83333333333333,True,True,True,True
29829,2,70,35.0,True,True,True,True
29830,4,119,29.75,True,True,True,True
29831,3,1378,459.3333333333333,True,True,True,True
29832,9,913,101.44444444444444,True,True,True,True
29833,2,160,80.0,True,True,True,True
29837,3,35,11.666666666666666,True,True,True,True
29840,3,576,192.0,True,True,True,True
29842,4,383,95.75,True,True,True,True
29844,3,62,20.666666666666668,True,True,True,True
29846,2,27,13.5,True,True,True,True
29848,4,81,20.25,True,True,True,True
29849,3,178,59.333333333333336,True,True,True,True
29852,7,407,58.142857142857146,True,True,True,True
29853,8,325,40.625,True,True,True,True
29854,6,223,37.166666666666664,True,True,True,True
29855,4,64,16.0,True,True,True,True
29856,5,203,40.6,True,True,True,True
29857,3,219,73.0,True,True,True,True
29858,3,66,22.0,True,True,True,True
29859,2,109,54.5,True,True,True,True
29860,3,151,50.333333333333336,True,True,True,True
29861,7,1171,167.28571428571428,True,True,True,True
29863,2,27,13.5,True,True,True,True
29864,3,49,16.333333333333332,True,True,True,True
29865,3,220,73.33333333333333,True,True,True,True
29877,7,530,75.71428571428571,True,True,True,True
29879,2,27,13.5,True,True,True,True
29885,2,80,40.0,True,True,True,True
29886,2,28,14.0,True,True,True,True
29887,5,114,22.8,True,True,True,True
29888,3,278,92.66666666666667,True,True,True,True
29889,2,24,12.0,True,True,True,True
29891,4,102,25.5,True,True,True,True
29894,3,38,12.666666666666666,True,True,True,True
29895,2,46,23.0,True,True,True,True
29899,4,335,83.75,True,True,True,True
29900,3,54,18.0,True,True,True,True
29901,2,56,28.0,True,True,True,True
29902,3,738,246.0,True,True,True,True
29905,2,67,33.5,True,True,True,True
29906,3,104,34.666666666666664,True,True,True,True
29907,3,475,158.33333333333334,True,True,True,True
29912,2,186,93.0,True,True,True,True
29913,3,684,228.0,True,True,True,True
29919,2,33,16.5,True,True,True,True
29922,2,22,11.0,True,True,True,True
29923,9,406,45.111111111111114,True,True,True,True
29924,2,44,22.0,True,True,True,True
29925,6,776,129.33333333333334,True,True,True,True
29927,6,823,137.16666666666666,True,True,True,True
29930,4,174,43.5,True,True,True,True
29931,4,379,94.75,True,True,True,True
29934,3,387,129.0,True,True,True,True
29937,4,355,88.75,True,True,True,True
29939,3,95,31.666666666666668,True,True,True,True
29941,2,43,21.5,True,True,True,True
29942,5,669,133.8,True,True,True,True
29945,9,754,83.77777777777777,True,True,True,True
29947,5,547,109.4,True,True,True,True
29949,7,366,52.285714285714285,True,True,True,True
29950,6,263,43.833333333333336,True,True,True,True
29954,7,797,113.85714285714286,True,True,True,True
29957,9,1398,155.33333333333334,True,True,True,True
29961,4,284,71.0,True,True,True,True
29962,2,69,34.5,True,True,True,True
29963,5,1127,225.4,True,True,True,True
29967,4,358,89.5,True,True,True,True
29968,2,225,112.5,True,True,True,True
29970,5,330,66.0,True,True,True,True
29972,2,78,39.0,True,True,True,True
29974,2,20,10.0,True,True,True,True
29975,3,335,111.66666666666667,True,True,True,True
29979,2,33,16.5,True,True,True,True
29982,3,41,13.666666666666666,True,True,True,True
29983,8,663,82.875,True,True,True,True
29984,4,1007,251.75,True,True,True,True
29988,3,60,20.0,True,True,True,True
29989,3,290,96.66666666666667,True,True,True,True
29990,6,668,111.33333333333333,True,True,True,True
29991,3,419,139.66666666666666,True,True,True,True
29992,2,7,3.5,True,True,True,True
29999,9,726,80.66666666666667,True,True,True,True
30001,2,25,12.5,True,True,True,True
30004,7,178,25.428571428571427,True,True,True,True
30007,2,115,57.5,True,True,True,True
30008,3,347,115.66666666666667,True,True,True,True
30010,4,59,14.75,True,True,True,True
30012,4,51,12.75,True,True,True,True
30013,9,1385,153.88888888888889,True,True,True,True
30014,5,1273,254.6,True,True,True,True
30015,11,1329,120.81818181818181,True,True,True,True
30016,6,236,39.333333333333336,True,True,True,True
30017,5,184,36.8,True,True,True,True
30019,14,1696,121.14285714285714,True,True,True,True
30025,3,340,113.33333333333333,True,True,True,True
30026,3,110,36.666666666666664,True,True,True,True
30027,3,276,92.0,True,True,True,True
30028,3,104,34.666666666666664,True,True,True,True
30035,2,13,6.5,True,True,True,True
30037,3,351,117.0,True,True,True,True
30040,10,400,40.0,True,True,True,True
30047,19,1319,69.42105263157895,True,True,True,True
30051,2,97,48.5,True,True,True,True
30054,4,104,26.0,True,True,True,True
30055,3,37,12.333333333333334,True,True,True,True
30057,5,198,39.6,True,True,True,True
30059,3,328,109.33333333333333,True,True,True,True
30064,4,285,71.25,True,True,True,True
30067,4,55,13.75,True,True,True,True
30068,7,127,18.142857142857142,True,True,True,True
30075,5,1359,271.8,True,True,True,True
30076,3,476,158.66666666666666,True,True,True,True
30078,2,48,24.0,True,True,True,True
30081,2,47,23.5,True,True,True,True
30082,4,635,158.75,True,True,True,True
30083,3,158,52.666666666666664,True,True,True,True
30084,2,24,12.0,True,True,True,True
30085,5,978,195.6,True,True,True,True
30088,2,29,14.5,True,True,True,True
30089,2,19,9.5,True,True,True,True
30090,2,1077,538.5,True,True,True,True
30093,3,77,25.666666666666668,True,True,True,True
30095,3,68,22.666666666666668,True,True,True,True
30098,2,15,7.5,True,True,True,True
30099,4,298,74.5,True,True,True,True
30100,2,18,9.0,True,True,True,True
30104,4,107,26.75,True,True,True,True
30106,4,157,39.25,True,True,True,True
30107,4,441,110.25,True,True,True,True
30108,12,911,75.91666666666667,True,True,True,True
30109,6,488,81.33333333333333,True,True,True,True
30111,4,189,47.25,True,True,True,True
30112,2,283,141.5,True,True,True,True
30115,4,238,59.5,True,True,True,True
30116,2,66,33.0,True,True,True,True
30119,2,39,19.5,True,True,True,True
30124,4,191,47.75,True,True,True,True
30126,3,20,6.666666666666667,True,True,True,True
30129,4,1247,311.75,True,True,True,True
30131,3,395,131.66666666666666,True,True,True,True
30133,10,909,90.9,True,True,True,True
30134,2,186,93.0,True,True,True,True
30135,5,226,45.2,True,True,True,True
30137,4,206,51.5,True,True,True,True
30144,2,15,7.5,True,True,True,True
30146,2,21,10.5,True,True,True,True
30147,5,71,14.2,True,True,True,True
30149,2,9,4.5,True,True,True,True
30150,4,260,65.0,True,True,True,True
30155,3,286,95.33333333333333,True,True,True,True
30162,7,204,29.142857142857142,True,True,True,True
30166,6,922,153.66666666666666,True,True,True,True
30170,4,567,141.75,True,True,True,True
30171,4,242,60.5,True,True,True,True
30173,2,9,4.5,True,True,True,True
30174,4,844,211.0,True,True,True,True
30176,10,915,91.5,True,True,True,True
30177,3,66,22.0,True,True,True,True
30178,2,278,139.0,True,True,True,True
30184,2,13,6.5,True,True,True,True
30193,3,141,47.0,True,True,True,True
30195,6,283,47.166666666666664,True,True,True,True
30196,2,155,77.5,True,True,True,True
30197,2,24,12.0,True,True,True,True
30199,10,1101,110.1,True,True,True,True
30200,4,373,93.25,True,True,True,True
30201,2,33,16.5,True,True,True,True
30202,2,12,6.0,True,True,True,True
30210,4,468,117.0,True,True,True,True
30214,3,760,253.33333333333334,True,True,True,True
30215,5,367,73.4,True,True,True,True
30218,2,32,16.0,True,True,True,True
30219,3,123,41.0,True,True,True,True
30223,2,44,22.0,True,True,True,True
30228,4,1599,399.75,True,True,True,True
30230,4,667,166.75,True,True,True,True
30231,4,82,20.5,True,True,True,True
30232,2,0,0.0,False,False,False,False
30234,2,23,11.5,True,True,True,True
30236,3,70,23.333333333333332,True,True,True,True
30240,4,63,15.75,True,True,True,True
30249,6,389,64.83333333333333,True,True,True,True
30250,2,44,22.0,True,True,True,True
30254,4,249,62.25,True,True,True,True
30255,2,517,258.5,True,True,True,True
30257,5,256,51.2,True,True,True,True
30259,2,37,18.5,True,True,True,True
30261,2,23,11.5,True,True,True,True
30267,3,44,14.666666666666666,True,True,True,True
30284,2,19,9.5,True,True,True,True
30285,2,23,11.5,True,True,True,True
30286,2,20,10.0,True,True,True,True
30288,2,22,11.0,True,True,True,True
30289,4,404,101.0,True,True,True,True
30290,5,370,74.0,True,True,True,True
30292,10,225,22.5,True,True,True,True
30295,2,54,27.0,True,True,True,True
30297,15,1522,101.46666666666667,True,True,True,True
30298,3,101,33.666666666666664,True,True,True,True
30300,6,685,114.16666666666667,True,True,True,True
30301,3,128,42.666666666666664,True,True,True,True
30304,3,80,26.666666666666668,True,True,True,True
30306,2,23,11.5,True,True,True,True
30307,5,391,78.2,True,True,True,True
30308,2,153,76.5,True,True,True,True
30309,2,154,77.0,True,True,True,True
30310,4,320,80.0,True,True,True,True
30311,3,133,44.333333333333336,True,True,True,True
30312,2,34,17.0,True,True,True,True
30313,3,142,47.333333333333336,True,True,True,True
30315,3,47,15.666666666666666,True,True,True,True
30316,3,59,19.666666666666668,True,True,True,True
30317,3,181,60.333333333333336,True,True,True,True
30319,4,1153,288.25,True,True,True,True
30322,2,81,40.5,True,True,True,True
30325,9,455,50.55555555555556,True,True,True,True
30327,9,619,68.77777777777777,True,True,True,True
30328,6,478,79.66666666666667,True,True,True,True
30329,2,76,38.0,True,True,True,True
30331,2,43,21.5,True,True,True,True
30332,4,212,53.0,True,True,True,True
30334,7,178,25.428571428571427,True,True,True,True
30335,4,472,118.0,True,True,True,True
30337,7,168,24.0,True,True,True,True
30339,3,137,45.666666666666664,True,True,True,True
30340,10,633,63.3,True,True,True,True
30343,6,442,73.66666666666667,True,True,True,True
30344,5,447,89.4,True,True,True,True
30347,2,76,38.0,True,True,True,True
30348,3,41,13.666666666666666,True,True,True,True
30350,2,86,43.0,True,True,True,True
30358,3,654,218.0,True,True,True,True
30359,2,24,12.0,True,True,True,True
30360,5,255,51.0,True,True,True,True
30361,2,127,63.5,True,True,True,True
30362,3,90,30.0,True,True,True,True
30364,6,871,145.16666666666666,True,True,True,True
30366,2,3,1.5,True,True,True,True
30374,5,290,58.0,True,True,True,True
30375,8,764,95.5,True,True,True,True
30377,3,170,56.666666666666664,True,True,True,True
30378,7,1127,161.0,True,True,True,True
30386,3,97,32.333333333333336,True,True,True,True
30398,8,1066,133.25,True,True,True,True
30399,5,286,57.2,True,True,True,True
30403,3,167,55.666666666666664,True,True,True,True
30406,4,292,73.0,True,True,True,True
30411,12,626,52.166666666666664,True,True,True,True
30413,6,172,28.666666666666668,True,True,True,True
30414,2,18,9.0,True,True,True,True
30417,3,50,16.666666666666668,True,True,True,True
30421,2,221,110.5,True,True,True,True
30428,3,481,160.33333333333334,True,True,True,True
30435,2,24,12.0,True,True,True,True
30436,2,32,16.0,True,True,True,True
30437,4,255,63.75,True,True,True,True
30438,2,91,45.5,True,True,True,True
30439,2,213,106.5,True,True,True,True
30440,7,374,53.42857142857143,True,True,True,True
30442,3,117,39.0,True,True,True,True
30443,4,151,37.75,True,True,True,True
30445,2,90,45.0,True,True,True,True
30446,2,51,25.5,True,True,True,True
30448,3,157,52.333333333333336,True,True,True,True
30449,7,595,85.0,True,True,True,True
30452,2,11,5.5,True,True,True,True
30457,2,80,40.0,True,True,True,True
30458,2,88,44.0,True,True,True,True
30460,2,49,24.5,True,True,True,True
30462,2,307,153.5,True,True,True,True
30464,4,189,47.25,True,True,True,True
30467,2,51,25.5,True,True,True,True
30470,4,654,163.5,True,True,True,True
30472,5,189,37.8,True,True,True,True
30474,3,682,227.33333333333334,True,True,True,True
30475,2,946,473.0,True,True,True,True
30477,2,321,160.5,True,True,True,True
30478,4,123,30.75,True,True,True,True
30480,7,889,127.0,True,True,True,True
30482,2,2,1.0,True,True,True,True
30483,4,459,114.75,True,True,True,True
30484,2,44,22.0,True,True,True,True
30485,2,25,12.5,True,True,True,True
30489,7,681,97.28571428571429,True,True,True,True
30491,8,1568,196.0,True,True,True,True
30493,7,1028,146.85714285714286,True,True,True,True
30494,4,90,22.5,True,True,True,True
30495,2,33,16.5,True,True,True,True
30496,3,69,23.0,True,True,True,True
30500,6,137,22.833333333333332,True,True,True,True
30502,5,242,48.4,True,True,True,True
30503,5,200,40.0,True,True,True,True
30504,2,6,3.0,True,True,True,True
30505,5,189,37.8,True,True,True,True
30506,2,32,16.0,True,True,True,True
30507,2,20,10.0,True,True,True,True
30508,9,517,57.44444444444444,True,True,True,True
30511,4,76,19.0,True,True,True,True
30515,5,278,55.6,True,True,True,True
30517,3,89,29.666666666666668,True,True,True,True
30519,4,210,52.5,True,True,True,True
30521,3,61,20.333333333333332,True,True,True,True
30522,2,50,25.0,True,True,True,True
30523,5,517,103.4,True,True,True,True
30530,3,263,87.66666666666667,True,True,True,True
30532,5,685,137.0,True,True,True,True
30537,8,944,118.0,True,True,True,True
30543,2,74,37.0,True,True,True,True
30545,2,56,28.0,True,True,True,True
30547,4,274,68.5,True,True,True,True
30548,2,53,26.5,True,True,True,True
30549,5,737,147.4,True,True,True,True
30555,8,195,24.375,True,True,True,True
30556,2,10,5.0,True,True,True,True
30559,4,223,55.75,True,True,True,True
30560,2,71,35.5,True,True,True,True
30562,2,35,17.5,True,True,True,True
30563,4,63,15.75,True,True,True,True
30564,2,76,38.0,True,True,True,True
30566,7,1048,149.71428571428572,True,True,True,True
30569,3,159,53.0,True,True,True,True
30574,2,81,40.5,True,True,True,True
30575,2,94,47.0,True,True,True,True
30576,2,98,49.0,True,True,True,True
30577,2,58,29.0,True,True,True,True
30578,3,50,16.666666666666668,True,True,True,True
30587,7,921,131.57142857142858,True,True,True,True
30591,2,65,32.5,True,True,True,True
30592,3,595,198.33333333333334,True,True,True,True
30596,8,632,79.0,True,True,True,True
30597,2,21,10.5,True,True,True,True
30598,5,256,51.2,True,True,True,True
30600,5,67,13.4,True,True,True,True
30601,5,1109,221.8,True,True,True,True
30606,2,42,21.0,True,True,True,True
30607,3,39,13.0,True,True,True,True
30610,3,94,31.333333333333332,True,True,True,True
30611,2,18,9.0,True,True,True,True
30614,4,336,84.0,True,True,True,True
30615,4,154,38.5,True,True,True,True
30616,9,313,34.77777777777778,True,True,True,True
30619,11,218,19.818181818181817,True,True,True,True
30620,15,880,58.666666666666664,True,True,True,True
30621,3,17,5.666666666666667,True,True,True,True
30622,2,33,16.5,True,True,True,True
30624,7,324,46.285714285714285,True,True,True,True
30625,20,712,35.6,True,True,True,True
30626,14,1181,84.35714285714286,True,True,True,True
30629,4,186,46.5,True,True,True,True
30633,3,34,11.333333333333334,True,True,True,True
30635,2,17,8.5,True,True,True,True
30640,4,132,33.0,True,True,True,True
30644,6,189,31.5,True,True,True,True
30651,2,21,10.5,True,True,True,True
30653,7,840,120.0,True,True,True,True
30657,8,763,95.375,True,True,True,True
30659,7,1098,156.85714285714286,True,True,True,True
30660,6,808,134.66666666666666,True,True,True,True
30661,2,14,7.0,True,True,True,True
30663,3,495,165.0,True,True,True,True
30673,6,80,13.333333333333334,True,True,True,True
30679,3,18,6.0,True,True,True,True
30682,6,165,27.5,True,True,True,True
30683,2,8,4.0,True,True,True,True
30684,9,278,30.88888888888889,True,True,True,True
30685,9,1125,125.0,True,True,True,True
30689,6,450,75.0,True,True,True,True
30694,2,292,146.0,True,True,True,True
30700,2,29,14.5,True,True,True,True
30703,2,4,2.0,True,True,True,True
30704,2,85,42.5,True,True,True,True
30708,2,136,68.0,True,True,True,True
30709,3,588,196.0,True,True,True,True
30711,8,866,108.25,True,True,True,True
30717,5,229,45.8,True,True,True,True
30719,2,70,35.0,True,True,True,True
30722,2,28,14.0,True,True,True,True
30723,2,54,27.0,True,True,True,True
30724,6,233,38.833333333333336,True,True,True,True
30727,13,1546,118.92307692307692,True,True,True,True
30730,3,96,32.0,True,True,True,True
30731,2,700,350.0,True,True,True,True
30732,4,581,145.25,True,True,True,True
30733,6,312,52.0,True,True,True,True
30739,3,67,22.333333333333332,True,True,True,True
30742,2,104,52.0,True,True,True,True
30743,3,451,150.33333333333334,True,True,True,True
30748,2,15,7.5,True,True,True,True
30750,2,18,9.0,True,True,True,True
30751,9,316,35.111111111111114,True,True,True,True
30753,2,82,41.0,True,True,True,True
30757,4,391,97.75,True,True,True,True
30760,2,616,308.0,True,True,True,True
30761,4,91,22.75,True,True,True,True
30762,2,11,5.5,True,True,True,True
30763,6,122,20.333333333333332,True,True,True,True
30765,2,42,21.0,True,True,True,True
30770,20,903,45.15,True,True,True,True
30774,8,208,26.0,True,True,True,True
30775,6,346,57.666666666666664,True,True,True,True
30778,14,359,25.642857142857142,True,True,True,True
30781,8,1178,147.25,True,True,True,True
30782,18,942,52.333333333333336,True,True,True,True
30783,3,1260,420.0,True,True,True,True
30785,2,723,361.5,True,True,True,True
30787,2,94,47.0,True,True,True,True
30791,2,255,127.5,True,True,True,True
30792,2,100,50.0,True,True,True,True
30795,6,1649,274.8333333333333,True,True,True,True
30797,2,53,26.5,True,True,True,True
30798,4,230,57.5,True,True,True,True
30800,2,42,21.0,True,True,True,True
30802,5,141,28.2,True,True,True,True
30806,2,37,18.5,True,True,True,True
30811,2,21,10.5,True,True,True,True
30812,2,64,32.0,True,True,True,True
30814,3,87,29.0,True,True,True,True
30819,2,318,159.0,True,True,True,True
30829,14,982,70.14285714285714,True,True,True,True
30830,5,270,54.0,True,True,True,True
30831,3,56,18.666666666666668,True,True,True,True
30833,2,35,17.5,True,True,True,True
30834,2,20,10.0,True,True,True,True
30836,5,425,85.0,True,True,True,True
30839,2,60,30.0,True,True,True,True
30842,2,739,369.5,True,True,True,True
30847,8,312,39.0,True,True,True,True
30851,2,63,31.5,True,True,True,True
30857,2,140,70.0,True,True,True,True
30870,5,427,85.4,True,True,True,True
30871,8,133,16.625,True,True,True,True
30872,2,51,25.5,True,True,True,True
30873,2,49,24.5,True,True,True,True
30877,3,142,47.333333333333336,True,True,True,True
30878,2,33,16.5,True,True,True,True
30879,11,439,39.90909090909091,True,True,True,True
30880,4,109,27.25,True,True,True,True
30881,2,21,10.5,True,True,True,True
30882,3,31,10.333333333333334,True,True,True,True
30886,6,523,87.16666666666667,True,True,True,True
30888,2,161,80.5,True,True,True,True
30889,7,340,48.57142857142857,True,True,True,True
30890,2,24,12.0,True,True,True,True
30893,2,6,3.0,True,True,True,True
30894,8,841,105.125,True,True,True,True
30898,3,116,38.666666666666664,True,True,True,True
30899,2,479,239.5,True,True,True,True
30900,2,15,7.5,True,True,True,True
30902,2,33,16.5,True,True,True,True
30903,3,78,26.0,True,True,True,True
30904,3,345,115.0,True,True,True,True
30905,2,37,18.5,True,True,True,True
30906,19,1502,79.05263157894737,True,True,True,True
30908,13,1369,105.3076923076923,True,True,True,True
30910,4,137,34.25,True,True,True,True
30914,3,61,20.333333333333332,True,True,True,True
30915,11,453,41.18181818181818,True,True,True,True
30920,2,18,9.0,True,True,True,True
30921,5,206,41.2,True,True,True,True
30925,4,54,13.5,True,True,True,True
30926,4,122,30.5,True,True,True,True
30927,2,44,22.0,True,True,True,True
30928,5,85,17.0,True,True,True,True
30930,3,597,199.0,True,True,True,True
30933,3,524,174.66666666666666,True,True,True,True
30937,4,107,26.75,True,True,True,True
30938,5,136,27.2,True,True,True,True
30940,2,6,3.0,True,True,True,True
30941,2,35,17.5,True,True,True,True
30942,5,116,23.2,True,True,True,True
30947,3,189,63.0,True,True,True,True
30949,3,46,15.333333333333334,True,True,True,True
30951,2,157,78.5,True,True,True,True
30954,2,53,26.5,True,True,True,True
30955,7,518,74.0,True,True,True,True
30956,3,472,157.33333333333334,True,True,True,True
30957,6,90,15.0,True,True,True,True
30958,9,180,20.0,True,True,True,True
30959,4,339,84.75,True,True,True,True
30960,7,623,89.0,True,True,True,True
30962,4,570,142.5,True,True,True,True
30963,2,190,95.0,True,True,True,True
30964,2,110,55.0,True,True,True,True
30975,8,1237,154.625,True,True,True,True
30976,6,188,31.333333333333332,True,True,True,True
30977,6,487,81.16666666666667,True,True,True,True
30978,4,250,62.5,True,True,True,True
30982,2,70,35.0,True,True,True,True
30984,4,250,62.5,True,True,True,True
30985,2,68,34.0,True,True,True,True
30987,4,75,18.75,True,True,True,True
30992,3,336,112.0,True,True,True,True
30993,2,310,155.0,True,True,True,True
30994,4,363,90.75,True,True,True,True
30995,2,21,10.5,True,True,True,True
30996,3,53,17.666666666666668,True,True,True,True
30997,2,36,18.0,True,True,True,True
30999,3,230,76.66666666666667,True,True,True,True
31001,2,325,162.5,True,True,True,True
31002,2,137,68.5,True,True,True,True
31003,2,998,499.0,True,True,True,True
31004,2,76,38.0,True,True,True,True
31006,2,473,236.5,True,True,True,True
31010,2,54,27.0,True,True,True,True
31015,2,32,16.0,True,True,True,True
31016,3,179,59.666666666666664,True,True,True,True
31017,2,46,23.0,True,True,True,True
31020,4,256,64.0,True,True,True,True
31021,2,52,26.0,True,True,True,True
31024,2,526,263.0,True,True,True,True
31025,3,217,72.33333333333333,True,True,True,True
31026,4,368,92.0,True,True,True,True
31028,3,276,92.0,True,True,True,True
31029,2,900,450.0,True,True,True,True
31030,2,260,130.0,True,True,True,True
31031,2,304,152.0,True,True,True,True
31032,4,479,119.75,True,True,True,True
31034,2,131,65.5,True,True,True,True
31036,3,64,21.333333333333332,True,True,True,True
31043,4,674,168.5,True,True,True,True
31044,2,102,51.0,True,True,True,True
31056,2,24,12.0,True,True,True,True
31059,2,50,25.0,True,True,True,True
31061,5,69,13.8,True,True,True,True
31062,4,733,183.25,True,True,True,True
31063,5,267,53.4,True,True,True,True
31065,2,261,130.5,True,True,True,True
31067,5,228,45.6,True,True,True,True
31068,5,123,24.6,True,True,True,True
31069,2,13,6.5,True,True,True,True
31070,2,263,131.5,True,True,True,True
31071,3,302,100.66666666666667,True,True,True,True
31072,8,657,82.125,True,True,True,True
31074,3,313,104.33333333333333,True,True,True,True
31079,3,135,45.0,True,True,True,True
31081,3,105,35.0,True,True,True,True
31083,3,69,23.0,True,True,True,True
31084,6,532,88.66666666666667,True,True,True,True
31086,3,54,18.0,True,True,True,True
31089,2,139,69.5,True,True,True,True
31090,2,225,112.5,True,True,True,True
31094,2,12,6.0,True,True,True,True
31097,8,506,63.25,True,True,True,True
31100,2,82,41.0,True,True,True,True
31101,3,272,90.66666666666667,True,True,True,True
31107,2,50,25.0,True,True,True,True
31108,7,455,65.0,True,True,True,True
31109,2,52,26.0,True,True,True,True
31110,5,223,44.6,True,True,True,True
31111,2,86,43.0,True,True,True,True
31113,2,25,12.5,True,True,True,True
31115,2,37,18.5,True,True,True,True
31117,3,287,95.66666666666667,True,True,True,True
31128,2,162,81.0,True,True,True,True
31130,4,166,41.5,True,True,True,True
31132,3,41,13.666666666666666,True,True,True,True
31140,6,371,61.833333333333336,True,True,True,True
31144,10,212,21.2,True,True,True,True
31148,4,114,28.5,True,True,True,True
31150,4,98,24.5,True,True,True,True
31151,7,221,31.571428571428573,True,True,True,True
31152,2,16,8.0,True,True,True,True
31153,5,952,190.4,True,True,True,True
31156,2,108,54.0,True,True,True,True
31157,3,54,18.0,True,True,True,True
31159,4,97,24.25,True,True,True,True
31160,2,27,13.5,True,True,True,True
31162,2,29,14.5,True,True,True,True
31163,8,244,30.5,True,True,True,True
31164,2,34,17.0,True,True,True,True
31165,2,24,12.0,True,True,True,True
31166,6,359,59.833333333333336,True,True,True,True
31168,9,164,18.22222222222222,True,True,True,True
31169,2,161,80.5,True,True,True,True
31170,4,221,55.25,True,True,True,True
31172,4,401,100.25,True,True,True,True
31173,9,414,46.0,True,True,True,True
31174,6,144,24.0,True,True,True,True
31175,8,509,63.625,True,True,True,True
31176,9,692,76.88888888888889,True,True,True,True
31180,3,51,17.0,True,True,True,True
31182,2,9,4.5,True,True,True,True
31183,6,314,52.333333333333336,True,True,True,True
31186,5,187,37.4,True,True,True,True
31188,5,203,40.6,True,True,True,True
31189,2,116,58.0,True,True,True,True
31191,7,433,61.857142857142854,True,True,True,True
31193,5,38,7.6,True,True,True,True
31198,2,189,94.5,True,True,True,True
31200,6,411,68.5,True,True,True,True
31203,4,577,144.25,True,True,True,True
31204,2,95,47.5,True,True,True,True
31205,3,232,77.33333333333333,True,True,True,True
31207,3,191,63.666666666666664,True,True,True,True
31208,2,61,30.5,True,True,True,True
31211,2,54,27.0,True,True,True,True
31212,4,301,75.25,True,True,True,True
31213,3,41,13.666666666666666,True,True,True,True
31214,2,97,48.5,True,True,True,True
31218,2,12,6.0,True,True,True,True
31221,2,1236,618.0,True,True,True,True
31226,2,266,133.0,True,True,True,True
31227,2,817,408.5,True,True,True,True
31228,2,1346,673.0,True,True,True,True
31230,2,321,160.5,True,True,True,True
31233,3,514,171.33333333333334,True,True,True,True
31237,3,1175,391.6666666666667,True,True,True,True
31242,2,835,417.5,True,True,True,True
31243,4,1002,250.5,True,True,True,True
31250,2,742,371.0,True,True,True,True
31258,5,105,21.0,True,True,True,True
31264,2,941,470.5,True,True,True,True
31271,2,1144,572.0,True,True,True,True
31279,2,8,4.0,True,True,True,True
31282,2,696,348.0,True,True,True,True
31290,6,296,49.333333333333336,True,True,True,True
31294,3,19,6.333333333333333,True,True,True,True
31295,4,60,15.0,True,True,True,True
31297,2,2,1.0,True,True,True,True
31298,3,25,8.333333333333334,True,True,True,True
31299,3,377,125.66666666666667,True,True,True,True
31300,2,3,1.5,True,True,True,True
31313,2,34,17.0,True,True,True,True
31316,3,537,179.0,True,True,True,True
31322,13,356,27.384615384615383,True,True,True,True
31323,5,259,51.8,True,True,True,True
31327,5,745,149.0,True,True,True,True
31328,2,3,1.5,True,True,True,True
31329,2,37,18.5,True,True,True,True
31331,2,130,65.0,True,True,True,True
31332,4,390,97.5,True,True,True,True
31341,3,55,18.333333333333332,True,True,True,True
31346,9,912,101.33333333333333,True,True,True,True
31359,3,721,240.33333333333334,True,True,True,True
31383,4,453,113.25,True,True,True,True
31384,2,1086,543.0,True,True,True,True
31386,6,321,53.5,True,True,True,True
31389,3,28,9.333333333333334,True,True,True,True
31397,2,435,217.5,True,True,True,True
31398,2,1355,677.5,True,True,True,True
31400,4,47,11.75,True,True,True,True
31401,2,11,5.5,True,True,True,True
31402,3,201,67.0,True,True,True,True
31405,2,53,26.5,True,True,True,True
31426,2,1195,597.5,True,True,True,True
31427,2,269,134.5,True,True,True,True
31432,2,284,142.0,True,True,True,True
31434,5,204,40.8,True,True,True,True
